idex,two-k,fifteen-Hun,weight,age,reps
0,0.9374999403953552,0.7594069838523865,0.5263158082962036,0.3333333432674408,0.8461538553237915
0.02600472792983055,0.916666567325592,0.8415051102638245,0.859649121761322,1,0.692307710647583
0.033096928149461746,0.9374999403953552,0.8004561066627502,0.5263158082962036,0.3333333432674408,0.8461538553237915
0.03546099364757538,0.24999995529651642,0.7012541890144348,0.3438597619533539,0.3333333432674408,0.692307710647583
0.03782505914568901,0.8333333134651184,0.7628277540206909,0.985964834690094,0.5555555820465088,0.8461538553237915
0.042553190141916275,0.29166656732559204,0.6214366555213928,0.13684216141700745,0.2222222238779068,0.8461538553237915
0.044917259365320206,0.604166567325592,0.3568985164165497,0.7964911460876465,0.2222222238779068,0.8461538553237915
0.04728132486343384,0.4166666567325592,0.543899655342102,0.40000006556510925,0.4444444477558136,0.692307710647583
0.04964539036154747,0.33333340287208557,0.5986316800117493,0.178947314620018,0.1111111119389534,0.692307710647583
0.05673758685588837,0.5624999403953552,0.5450398325920105,0.1298244595527649,0.2222222238779068,0.8461538553237915
0.0591016560792923,0.29166656732559204,0.6465222239494324,0.13684216141700745,0.2222222238779068,0.8461538553237915
0.07328604906797409,0.916666567325592,0.7548460364341736,0.859649121761322,1,0.8461538553237915
0.08037824928760529,0.7708332538604736,0.4732040464878082,0.19298245012760162,0.3333333432674408,0.38461539149284363
0.08274231851100922,0.7291666269302368,0.5199543833732605,0.7754385471343994,0.6666666865348816,0.1538461595773697
0.08510638028383255,0.7083332538604736,0.5176738500595093,0.8000001311302185,0.1111111119389534,0.5384615659713745
0.08747044950723648,0.4166666567325592,0.5461801290512085,0.1649121791124344,0.2222222238779068,0.5384615659713745
0.08983451873064041,0.5416667461395264,0.5553021430969238,0.13333344459533691,0.1111111119389534,0.5384615659713745
0.09219858050346375,0.33333340287208557,0.5393385887145996,0.31578946113586426,0.6666666865348816,0.692307710647583
0.09929078072309494,0.4166666567325592,0.5906499624252319,0.5508770942687988,0.3333333432674408,0.5384615659713745
0.10165484994649887,0.5208333134651184,0.5530216693878174,0.36140361428260803,0.3333333432674408,0.07692307978868484
0.1040189117193222,1,0.7753705382347107,0.9087719917297363,0.8888888955116272,0.692307710647583
0.10638298094272614,1,0.8335233926773071,0.9087719917297363,0.8888888955116272,0.8461538553237915
0.10874704271554947,0.4166666567325592,0.4732040464878082,0.1649121791124344,0.2222222238779068,0.692307710647583
0.11347517371177673,0.33333340287208557,0.5142531394958496,0.31578946113586426,0.6666666865348816,0.8461538553237915
0.11583924293518066,0.5416667461395264,0.5587228536605835,0.13333344459533691,0.1111111119389534,0.692307710647583
0.1182033121585846,0.3750000298023224,0.3911060690879822,0.19999989867210388,0,0.692307710647583
0.12056737393140793,0.5624999403953552,0.583808422088623,0.1298244595527649,0.1111111119389534,0.692307710647583
0.12293144315481186,0.5208333134651184,0.4857468605041504,0.3929823637008667,0.3333333432674408,0.692307710647583
0.1252955049276352,0.5208333134651184,0.4640820324420929,0.36140361428260803,0.3333333432674408,0.38461539149284363
0.12765957415103912,0.6875,0.7468643188476562,0.5087719559669495,0.3333333432674408,0.3076923191547394
0.13002364337444305,0.9374999403953552,0.6545039415359497,0.5263158082962036,0.2222222238779068,0.692307710647583
0.13238771259784698,0.6666666269302368,0.6031926870346069,0.7578946948051453,0.2222222238779068,0.5384615659713745
0.13475176692008972,0.3750000298023224,0.4777650237083435,0.19999989867210388,0,0.692307710647583
0.13711583614349365,0.9374999403953552,0.6909920573234558,0.5263158082962036,0.2222222238779068,0.692307710647583
0.13947990536689758,0.5208333134651184,0.5450398325920105,0.3929823637008667,0.3333333432674408,0.8461538553237915
0.1418439745903015,0.4791666865348816,0.4777650237083435,0.2842104732990265,0.5555555820465088,0.38461539149284363
0.14420804381370544,0.49999991059303284,0.7217787504196167,0.2736843228340149,0.4444444477558136,0.38461539149284363
0.14657209813594818,0.3541666269302368,0.5108323097229004,0.25614047050476074,0.4444444477558136,0.38461539149284363
0.1489361673593521,0.6875,0.7559862732887268,0.5087719559669495,0.3333333432674408,0.692307710647583
0.15130023658275604,0.4166666567325592,0.6180159449577332,0.5508770942687988,0.3333333432674408,0.8461538553237915
0.15366430580615997,0.4791666865348816,0.3637399673461914,0.1684211641550064,1,0.38461539149284363
0.1560283750295639,1,0.7537057399749756,0.9087719917297363,0.8888888955116272,1
0.15839242935180664,0.33333340287208557,0.568985104560852,0.31578946113586426,0.6666666865348816,1
0.16075649857521057,0.625,0.6590649485588074,0.4070174992084503,0.5555555820465088,0.692307710647583
0.1631205677986145,0.5624999403953552,0.5610033869743347,0.1298244595527649,0.1111111119389534,0.8461538553237915
0.16548463702201843,0.2708333730697632,0.3911060690879822,0.27017533779144287,0.5555555820465088,0.5384615659713745
0.16784870624542236,0.916666567325592,0.7685289978981018,0.7578946948051453,0.8888888955116272,1
0.1702127605676651,0.9583333730697632,1,0.5894737839698792,0.4444444477558136,0.8461538553237915
0.17257682979106903,0.5416667461395264,0.4857468605041504,0.13333344459533691,0.1111111119389534,0.8461538553237915
0.17494089901447296,0.8333333134651184,0.8050171136856079,0.985964834690094,0.4444444477558136,0.38461539149284363
0.1773049682378769,0.5208333134651184,0.583808422088623,0.36140361428260803,0.3333333432674408,0.38461539149284363
0.17966903746128082,0.4166666567325592,0.5872291326522827,0.1649121791124344,0.2222222238779068,0.8461538553237915
0.18203309178352356,0.4791666865348816,0.5074115991592407,0.2842104732990265,0.5555555820465088,0.692307710647583
0.1843971610069275,0.4791666865348816,0.5108323097229004,0.1684211641550064,1,0.38461539149284363
0.18676123023033142,1,0.7502850294113159,0.9087719917297363,0.8888888955116272,1
0.18912529945373535,0.6875,0.6761687397956848,0.5087719559669495,0.3333333432674408,1
0.19148936867713928,0.4166666567325592,0.649942934513092,0.5508770942687988,0.3333333432674408,0.8461538553237915
0.19385342299938202,0.3750000298023224,0.4503990411758423,0.19999989867210388,0,0.8461538553237915
0.19621749222278595,0.5624999403953552,0.6100342273712158,0.1298244595527649,0.1111111119389534,0.8461538553237915
0.19858156144618988,0.6666666269302368,0.6100342273712158,0.7578946948051453,0.2222222238779068,0.692307710647583
0.2009456306695938,0.5208333134651184,0.45724058151245117,0.4175439178943634,0.2222222238779068,0.692307710647583
0.20330969989299774,0.33333340287208557,0.47434431314468384,0.31578946113586426,0.6666666865348816,0.38461539149284363
0.20567375421524048,0.33333340287208557,0.49600914120674133,0.33684206008911133,0.2222222238779068,0.5384615659713745
0.2080378234386444,0.7083332538604736,0.582668125629425,0.8000001311302185,0.1111111119389534,0.8461538553237915
0.21040189266204834,0.3750000298023224,0.4173317849636078,0.36491233110427856,0.6666666865348816,0.07692307978868484
0.21276596188545227,0.4166666567325592,0.6066133975982666,0.1649121791124344,0.2222222238779068,0.8461538553237915
0.215130016207695,0.4791666865348816,0.6738882064819336,0.2842104732990265,0.5555555820465088,0.8461538553237915
0.21749408543109894,0.5416667461395264,0.6259976625442505,0.13333344459533691,0.1111111119389534,0.8461538553237915
0.21985815465450287,0.4791666865348816,0.4161914885044098,0.1684211641550064,1,0.692307710647583
0.2222222238779068,0.916666567325592,0.7206384539604187,0.7578946948051453,0.8888888955116272,1
0.22458629310131073,0.5208333134651184,0.57012540102005,0.3929823637008667,0.3333333432674408,0.8461538553237915
0.22695034742355347,0.9583333730697632,0.9737741947174072,0.5894737839698792,0.4444444477558136,0.7692307829856873
0.2293144166469574,0.5416667461395264,0.5404788255691528,0.13333344459533691,0.1111111119389534,0.8461538553237915
0.23167848587036133,0.5208333134651184,0.5644240975379944,0.36140361428260803,0.3333333432674408,0.5384615659713745
0.23404255509376526,0.6875,0.6750285029411316,0.5087719559669495,0.3333333432674408,0.692307710647583
0.2364066243171692,0.9583333730697632,0.9475484490394592,0.5894737839698792,0.4444444477558136,1
0.23877067863941193,0.16666670143604279,0.5256555676460266,0.3192981779575348,0.6666666865348816,0.5384615659713745
0.24113474786281586,0.5208333134651184,0.42075249552726746,0.4175439178943634,0.2222222238779068,0.692307710647583
0.2434988170862198,0.3750000298023224,0.4606613218784332,0.19999989867210388,0,0.8461538553237915
0.24586288630962372,0.7083332538604736,0.5746864080429077,0.8000001311302185,0.1111111119389534,0.8461538553237915
0.24822695553302765,0.5624999403953552,0.6305586695671082,0.1298244595527649,0.1111111119389534,0.8461538553237915
0.2505910098552704,0.33333340287208557,0.4606613218784332,0.31578946113586426,0.6666666865348816,0.8461538553237915
0.2529550790786743,0.4166666567325592,0.582668125629425,0.1649121791124344,0.2222222238779068,0.8461538553237915
0.25531914830207825,0.916666567325592,0.7628277540206909,0.7578946948051453,0.8888888955116272,1
0.2576832175254822,1,0.7286202907562256,0.9087719917297363,0.8888888955116272,1
0.2600472867488861,0.4791666865348816,0.3979474902153015,0.1684211641550064,1,0.3076923191547394
0.26241135597229004,0.5208333134651184,0.6020523905754089,0.3929823637008667,0.3333333432674408,0.8461538553237915
0.26477542519569397,0.3541666269302368,0.5906499624252319,0.25614047050476074,0.4444444477558136,0.38461539149284363
0.2671394944190979,0.625,0.5142531394958496,0.4070174992084503,0.5555555820465088,0.8461538553237915
0.26950353384017944,0.5208333134651184,0.6716077327728271,0.3929823637008667,0.3333333432674408,0.3076923191547394
0.2718676030635834,0.2708333730697632,0.47434431314468384,0.27017533779144287,0.5555555820465088,0.5384615659713745
0.2742316722869873,0.49999991059303284,0.5017102956771851,0.2736843228340149,0.4444444477558136,0.5384615659713745
0.27659574151039124,0.5208333134651184,0.5302165746688843,0.36140361428260803,0.3333333432674408,0.5384615659713745
0.27895981073379517,0.5624999403953552,0.729760468006134,0.1298244595527649,0.1111111119389534,0.3076923191547394
0.2813238799571991,0.5416667461395264,0.6465222239494324,0.13333344459533691,0.1111111119389534,0.692307710647583
0.283687949180603,0.5208333134651184,0.5017102956771851,0.4175439178943634,0.2222222238779068,0.692307710647583
0.28605201840400696,0.4166666567325592,0.5632838606834412,0.5508770942687988,0.3333333432674408,0.5384615659713745
0.2884160876274109,0.3750000298023224,0.45952102541923523,0.19999989867210388,0,0.692307710647583
0.29078012704849243,0.4166666567325592,0.6225769519805908,0.1649121791124344,0.2222222238779068,0.692307710647583
0.29314419627189636,0.7083332538604736,0.5131128430366516,0.8000001311302185,0.1111111119389534,0.692307710647583
0.2955082654953003,0.6875,0.6887114644050598,0.5087719559669495,0.3333333432674408,0.692307710647583
0.2978723347187042,0.8333333134651184,0.7685289978981018,0.985964834690094,0.4444444477558136,0.23076923191547394
0.30023640394210815,0.33333340287208557,0.582668125629425,0.31578946113586426,0.6666666865348816,0.8461538553237915
0.3026004731655121,0.916666567325592,0.8038768172264099,0.7578946948051453,0.8888888955116272,0.8461538553237915
0.304964542388916,0.9583333730697632,0.9099200963973999,0.5894737839698792,0.4444444477558136,0.8461538553237915
0.30732861161231995,0.7500000596046448,0.5553021430969238,0.7403508424758911,0.2222222238779068,0.8461538553237915
0.3096926808357239,0.33333340287208557,0.47548457980155945,0.178947314620018,0,0.8461538553237915
0.3120567500591278,0.33333340287208557,0.5188141465187073,0.31578946113586426,0.6666666865348816,1
0.31442078948020935,0.7916666865348816,0.7012541890144348,0.6877192258834839,0.8888888955116272,1
0.3167848587036133,0.9583333730697632,0.9087799191474915,0.5894737839698792,0.4444444477558136,1
0.3191489279270172,0.14583328366279602,0.41391104459762573,0.11228059232234955,1,0.1538461595773697
0.32151299715042114,0.29166656732559204,0.5119726061820984,0.13684216141700745,0.1111111119389534,0.8461538553237915
0.3238770663738251,0.49999991059303284,0.5473204255104065,0.2736843228340149,0.4444444477558136,0.692307710647583
0.326241135597229,0.4166666567325592,0.5963510870933533,0.40000006556510925,0.3333333432674408,0.8461538553237915
0.32860520482063293,0.24999995529651642,0.4344356060028076,0.3438597619533539,0.2222222238779068,0.8461538553237915
0.33096927404403687,0.49999991059303284,0.5883693695068359,0.37543848156929016,0.5555555820465088,1
0.3333333432674408,0.2708333730697632,0.4367160499095917,0.27017533779144287,0.5555555820465088,0.692307710647583
0.3356974124908447,0.3541666269302368,0.46180158853530884,0.25614047050476074,0.4444444477558136,0.692307710647583
0.33806145191192627,0.5208333134651184,0.444697767496109,0.36140361428260803,0.3333333432674408,0.692307710647583
0.3404255211353302,0.5624999403953552,0.6054732203483582,0.1298244595527649,0.1111111119389534,0.8461538553237915
0.34278959035873413,0.6666666269302368,0.5427594184875488,0.5052632093429565,0.3333333432674408,0.692307710647583
0.34515365958213806,0.5208333134651184,0.4241733253002167,0.4175439178943634,0.2222222238779068,0.692307710647583
0.347517728805542,0.916666567325592,0.7229190468788147,0.859649121761322,0.8888888955116272,1
0.3498817980289459,0.4791666865348816,0.6180159449577332,0.5017545223236084,0.3333333432674408,0.8461538553237915
0.35224586725234985,0.7708332538604736,0.571265697479248,0.19298245012760162,0.2222222238779068,0.8461538553237915
0.3546099364757538,0.8333333134651184,0.6533636450767517,0.985964834690094,0.4444444477558136,0.5384615659713745
0.3569740056991577,0.604166567325592,0.5553021430969238,0.7964911460876465,0.1111111119389534,0.8461538553237915
0.35933807492256165,0.3750000298023224,0.40706950426101685,0.36491233110427856,0.6666666865348816,0.692307710647583
0.3617021143436432,0.7291666269302368,0.5267958641052246,1,0.6666666865348816,0.5384615659713745
0.3640661835670471,0.3125,0.3637399673461914,0.3684210479259491,0.2222222238779068,0.692307710647583
0.36643025279045105,0.3750000298023224,0.4036487638950348,0.36491233110427856,0.6666666865348816,0.07692307978868484
0.368794322013855,0.7916666865348816,0.797035276889801,0.6877192258834839,0.8888888955116272,1
0.3711583912372589,0.9374999403953552,0.6932724714279175,0.5263158082962036,0.2222222238779068,0.38461539149284363
0.37352246046066284,0.4166666567325592,0.5359178781509399,0.40000006556510925,0.3333333432674408,0.692307710647583
0.3758865296840668,0.2708333730697632,0.4652223289012909,0.27017533779144287,0.5555555820465088,0.8461538553237915
0.3782505989074707,0.49999991059303284,0.557582676410675,0.2736843228340149,0.4444444477558136,1
0.38061466813087463,0.14583328366279602,0.3694412410259247,0.11228059232234955,1,0.38461539149284363
0.38297873735427856,0.5208333134651184,0.444697767496109,0.4175439178943634,0.2222222238779068,0.692307710647583
